user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
64504106@N06	11813292396_7f60168b27_o.jpg	911	(0, 2)	m	540	965	943	944	-90	0	84
64504106@N06	11812539535_96b7bc448c_o.jpg	911	(0, 2)	m	492	290	564	565	-90	0	40
64504106@N06	11840030734_c6fb8003b3_o.jpg	911	(0, 2)	m	396	921	1275	1275	-85	0	103
64504106@N06	11817232615_06e363d671_o.jpg	911	(0, 2)	m	219	470	1320	1319	-80	0	81
64504106@N06	11840720453_fc49d470f9_o.jpg	911	(0, 2)	m	492	222	613	612	-115	0	107
64504106@N06	11813137435_09deaf0b71_o.jpg	930	(60, 100)	m	1300	765	383	382	-75	30	89
64504106@N06	11813137435_09deaf0b71_o.jpg	916	(60, 100)	m	1397	1056	357	357	-95	0	103
64504106@N06	11813137435_09deaf0b71_o.jpg	917	(38, 43)	m	774	1794	338	338	-80	0	64
64504106@N06	11813137435_09deaf0b71_o.jpg	918	(60, 100)	m	937	216	331	332	-105	15	68
64504106@N06	11813137435_09deaf0b71_o.jpg	912	(38, 43)	m	916	1442	300	299	-90	0	90
64504106@N06	11813137435_09deaf0b71_o.jpg	920	(38, 43)	m	868	663	293	293	-100	0	125
64504106@N06	11813137435_09deaf0b71_o.jpg	919	(4, 6)	m	1346	1920	274	274	-95	0	80
64504106@N06	11813137435_09deaf0b71_o.jpg	921	(60, 100)	m	906	1139	262	261	-90	0	97
64504106@N06	11813137435_09deaf0b71_o.jpg	922	(0, 2)	m	1043	466	255	255	-95	30	86
64504106@N06	11813240513_564970fc60_o.jpg	912	(38, 43)	m	688	333	682	682	-85	0	30
64504106@N06	11813240513_564970fc60_o.jpg	913	(25, 32)	f	720	1227	657	656	-90	-30	44
64504106@N06	11813320056_13f512c015_o.jpg	931	(25, 32)	f	1810	667	485	485	0	30	7
64504106@N06	11813320056_13f512c015_o.jpg	932	(25, 32)	f	2194	733	351	350	0	-15	38
64504106@N06	11819545756_98c66ce6a3_o.jpg	911	(0, 2)	m	322	7	1033	1033	5	0	90
64504106@N06	11854789985_1f543263b8_o.jpg	911	(0, 2)	m	1166	1047	306	306	-95	0	38
64504106@N06	11848154156_ed1d9ccbbf_o.jpg	911	(0, 2)	m	286	898	1320	1320	-95	0	15
64504106@N06	11856153815_de626ab38a_o.jpg	911	(0, 2)	m	739	562	1230	1230	-90	-45	60
64504106@N06	11813153304_7337c1ef7b_o.jpg	911	(0, 2)	m	124	471	1237	1237	-100	15	62
64504106@N06	11840427626_d84c7aa433_o.jpg	911	(0, 2)	m	0	506	1443	1677	-90	0	69
64504106@N06	11812401285_57deb4e13a_o.jpg	926	(25, 32)	m	728	1474	401	401	-90	0	142
64504106@N06	11812401285_57deb4e13a_o.jpg	927	(25, 32)	f	938	576	357	357	-95	0	111
64504106@N06	11812401285_57deb4e13a_o.jpg	928	(25, 32)	f	1059	1090	325	325	-90	0	95
64504106@N06	11855561816_3433c55568_o.jpg	912	(38, 43)	m	656	804	395	396	-90	0	33
64504106@N06	11818037916_63e577e6e9_o.jpg	911	(0, 2)	m	302	613	1530	1530	-90	0	87
64504106@N06	11831778586_b02406fb39_o.jpg	911	(0, 2)	m	216	623	1205	1205	-80	0	95
64504106@N06	11846929546_242e455e01_o.jpg	911	(0, 2)	m	530	291	1371	1371	-70	30	45
64504106@N06	11817163765_8eb4143bd1_o.jpg	913	(25, 32)	f	328	461	648	499	-90	0	35
64504106@N06	11817163765_8eb4143bd1_o.jpg	933	(38, 43)	f	205	0	544	493	-100	0	79
64504106@N06	11817163765_8eb4143bd1_o.jpg	934	(25, 32)	f	244	276	532	532	-100	0	70
64504106@N06	11848162126_df4a253566_o.jpg	911	(0, 2)	m	132	1231	1237	1217	-80	0	25
64504106@N06	11814422336_8a1772a9ca_o.jpg	914	(60, 100)	f	368	1168	1026	1026	-90	0	84
64504106@N06	11814422336_8a1772a9ca_o.jpg	915	(60, 100)	f	221	626	835	835	-90	30	119
64504106@N06	11857746535_e969112346_o.jpg	911	(0, 2)	m	234	777	644	644	-85	0	22
64504106@N06	11840686475_59ea52d1d1_o.jpg	911	(0, 2)	m	0	55	2170	2115	-10	0	50
64504106@N06	11813119606_1350553704_o.jpg	911	(0, 2)	m	558	0	1093	1026	10	0	160
64504106@N06	11819179124_cb14696cf6_o.jpg	911	(0, 2)	m	176	447	1754	1753	-90	0	85
64504106@N06	11831809114_61697f7eab_o.jpg	911	(0, 2)	m	760	752	1683	1683	-85	0	82
64504106@N06	11814033514_88c32f702e_o.jpg	911	(0, 2)	m	73	659	1390	1390	-80	-30	15
64504106@N06	11839882793_d355834d25_o.jpg	911	(0, 2)	m	321	149	1153	1325	0	-30	18
64504106@N06	11813173863_035512f4f3_o.jpg	911	(0, 2)	m	12	884	1173	1173	-90	0	62
64504106@N06	11859002113_ca5b663c08_o.jpg	912	(38, 43)	m	597	597	708	708	-80	30	98
64504106@N06	11859002113_ca5b663c08_o.jpg	911	(0, 2)	m	905	1161	503	504	-95	0	113
64504106@N06	11840661685_39263eb476_o.jpg	912	(38, 43)	m	1531	999	274	274	0	0	142
64504106@N06	11840661685_39263eb476_o.jpg	911	(0, 2)	m	1447	1217	242	242	10	0	77
64504106@N06	11840661685_39263eb476_o.jpg	913	(25, 32)	f	1388	1059	242	243	15	0	65
64504106@N06	11831878116_fc5e4ba6df_o.jpg	924	(25, 32)	m	731	710	268	268	-100	0	67
64504106@N06	11831878116_fc5e4ba6df_o.jpg	925	(25, 32)	f	831	1609	243	242	-100	-45	15
64504106@N06	11818767525_4a982e3535_o.jpg	911	(0, 2)	m	347	89	1485	1485	15	0	65
64504106@N06	11831413574_47aa4c3b27_o.jpg	911	(0, 2)	m	272	940	1026	1026	-100	0	83
64504106@N06	11856547844_0d50988700_o.jpg	911	(0, 2)	m	334	712	1250	1249	-85	0	76
64504106@N06	11840766016_b69ef79a62_o.jpg	929	(38, 43)	m	62	213	848	848	-80	0	119
64504106@N06	11831255013_28c69b3d8e_o.jpg	911	(0, 2)	m	368	833	975	975	-90	0	98
64504106@N06	11848529856_a9dc3aac32_o.jpg	911	(0, 2)	m	0	433	1434	1556	-75	-30	48
64504106@N06	11841100224_84091f241e_o.jpg	914	(60, 100)	f	753	988	338	338	-90	0	61
64504106@N06	11841100224_84091f241e_o.jpg	935	(4, 6)	m	1075	1337	268	267	-80	0	90
64504106@N06	11841100224_84091f241e_o.jpg	911	(0, 2)	m	1149	776	261	261	-105	0	10
64504106@N06	11812955803_2d96264f3f_o.jpg	912	(38, 43)	m	604	0	1268	1239	-85	0	100
64504106@N06	11813021814_4d0bb3ca5b_o.jpg	911	(0, 2)	m	263	0	780	695	-95	0	48
64504106@N06	11812779905_efbfa7e228_o.jpg	911	(0, 2)	m	255	548	1918	1900	-100	0	52
64504106@N06	11831250143_d3645a4ba2_o.jpg	911	(0, 2)	m	734	1302	880	879	-100	-15	38
64504106@N06	11831008715_2243a66ebd_o.jpg	911	(0, 2)	m	636	117	759	759	0	0	76
64504106@N06	11812571633_20cffdc3df_o.jpg	911	(0, 2)	m	331	742	1262	1262	-105	-15	28
64504106@N06	11819221634_911cd095f7_o.jpg	911	(0, 2)	m	326	498	1301	1301	-80	0	91
64504106@N06	11840674555_92af1f1f15_o.jpg	911	(0, 2)	m	777	736	829	829	-105	30	19
64504106@N06	11817564513_ed90afa460_o.jpg	911	(0, 2)	m	114	457	1677	1677	-85	0	100
64504106@N06	11848092326_42d07fac6d_o.jpg	911	(0, 2)	m	253	476	1645	1645	-95	0	52
64504106@N06	11840729303_d1496ef73e_o.jpg	936	(38, 43)	m	57	763	404	403	5	0	75
64504106@N06	11840729303_d1496ef73e_o.jpg	913	(25, 32)	f	1701	994	353	353	5	30	61
64504106@N06	11840729303_d1496ef73e_o.jpg	912	(38, 43)	m	1479	931	349	349	-5	30	83
64504106@N06	11840729303_d1496ef73e_o.jpg	937	(25, 32)	f	546	943	336	336	-5	0	73
64504106@N06	11840729303_d1496ef73e_o.jpg	914	(60, 100)	f	948	1026	323	323	0	30	101
64504106@N06	11840729303_d1496ef73e_o.jpg	935	(4, 6)	m	367	1025	265	264	20	-30	61
64504106@N06	11840729303_d1496ef73e_o.jpg	911	(0, 2)	m	1185	1121	261	261	0	0	44
64504106@N06	11856366853_384b4fdc0a_o.jpg	913	(25, 32)	f	510	624	567	568	-115	45	5
64504106@N06	11817969196_b3946795c2_o.jpg	911	(0, 2)	m	1005	251	944	944	-80	0	65
64504106@N06	11818015633_8e466e6f4c_o.jpg	911	(0, 2)	m	347	89	1485	1485	15	0	65
64504106@N06	11812568675_b29dbd8d8f_o.jpg	932	(25, 32)	f	2242	784	491	491	5	0	62
64504106@N06	11812568675_b29dbd8d8f_o.jpg	931	(25, 32)	f	1684	685	491	491	-20	0	29
64504106@N06	11812568675_b29dbd8d8f_o.jpg	913	(25, 32)	f	1251	757	446	446	-15	-45	22
64504106@N06	11847699426_0659f6ab40_o.jpg	911	(0, 2)	m	693	862	733	733	-95	0	78
64504106@N06	11818000746_aef5e8fe82_o.jpg	911	(0, 2)	m	723	52	1183	1184	-20	0	14
64504106@N06	11846774126_f4c419bc0d_o.jpg	911	(0, 2)	m	532	903	797	797	-105	0	33
64504106@N06	11831058975_9bb67aa3d6_o.jpg	913	(25, 32)	f	145	363	832	832	-85	0	77
64504106@N06	11831058975_9bb67aa3d6_o.jpg	911	(0, 2)	m	343	152	628	629	-90	0	83
64504106@N06	11814499264_6fcc7aa7a6_o.jpg	937	(25, 32)	f	551	1235	1071	1071	-90	0	59
64504106@N06	11814499264_6fcc7aa7a6_o.jpg	911	(0, 2)	m	1365	846	746	746	-95	30	52
64504106@N06	11840414325_6b6bcd6aa2_o.jpg	935	(4, 6)	m	929	522	911	912	-110	-30	8
64504106@N06	11813495186_1e587fbf07_o.jpg	911	(0, 2)	m	1160	1000	765	765	-100	0	46
64504106@N06	11812852274_3eb73169e5_o.jpg	911	(0, 2)	m	188	726	1185	1186	-90	0	52
64504106@N06	11843156766_df0c358eff_o.jpg	911	(0, 2)	m	235	678	976	976	-95	0	22
64504106@N06	11817109435_e7785804fb_o.jpg	911	(0, 2)	m	54	616	1134	1135	-85	0	44
64504106@N06	11831813186_16b2bcf893_o.jpg	911	(0, 2)	m	445	187	835	773	-90	30	38
64504106@N06	11841691033_9b54b19d96_o.jpg	911	(0, 2)	m	831	541	969	969	-95	0	111
64504106@N06	11856921876_774bc66f59_o.jpg	911	(0, 2)	m	726	545	969	969	-85	30	65
64504106@N06	11840658045_692e157766_o.jpg	913	(25, 32)	f	1557	1005	242	242	-10	0	102
64504106@N06	11840658045_692e157766_o.jpg	912	(38, 43)	m	1840	970	243	242	-20	30	131
64504106@N06	11840658045_692e157766_o.jpg	936	(38, 43)	m	1035	949	243	243	10	0	121
64504106@N06	11840658045_692e157766_o.jpg	937	(25, 32)	f	1196	935	243	242	-5	0	99
64504106@N06	11840429725_b4c4e0894a_o.jpg	912	(38, 43)	m	871	774	631	631	-100	30	70
64504106@N06	11834430803_21bf2ec450_o.jpg	911	(0, 2)	m	760	752	1683	1683	-85	0	82
64504106@N06	11840039814_2da1a2fab6_o.jpg	911	(0, 2)	m	384	892	1032	1033	-95	0	99
64504106@N06	11847706515_f501e62153_o.jpg	911	(0, 2)	m	239	439	1734	1734	-95	0	67
64504106@N06	11849659846_0c4b095d33_o.jpg	911	(0, 2)	m	68	0	1236	1202	-75	-15	59
64504106@N06	11856938066_fbfcac7de2_o.jpg	911	(0, 2)	m	237	458	636	636	-100	0	56
64504106@N06	11840874474_0b5c9fe6cf_o.jpg	936	(38, 43)	m	1372	1029	242	242	5	0	79
64504106@N06	11840874474_0b5c9fe6cf_o.jpg	937	(25, 32)	f	1152	1021	242	242	5	0	76
64504106@N06	11840067224_73190e4e52_o.jpg	929	(38, 43)	m	274	927	860	861	-80	30	7
64504106@N06	11849208293_3678bf17be_o.jpg	911	(0, 2)	m	223	529	1268	1268	-100	0	56
64504106@N06	11837454095_7ca3a34b35_o.jpg	911	(0, 2)	m	760	752	1683	1683	-85	0	82
64504106@N06	11831271853_c1fa8f1c03_o.jpg	911	(0, 2)	m	396	992	861	861	-100	0	36
64504106@N06	11813130815_631d9d5cf7_o.jpg	916	(60, 100)	m	1579	1021	402	402	-95	0	94
64504106@N06	11813130815_631d9d5cf7_o.jpg	917	(38, 43)	m	1008	1915	332	332	-70	-15	65
64504106@N06	11813130815_631d9d5cf7_o.jpg	918	(60, 100)	m	1147	278	325	326	-100	15	90
64504106@N06	11813130815_631d9d5cf7_o.jpg	912	(38, 43)	m	1134	1518	319	319	-85	0	78
64504106@N06	11813130815_631d9d5cf7_o.jpg	919	(4, 6)	m	1576	2003	287	287	-85	0	72
64504106@N06	11813130815_631d9d5cf7_o.jpg	920	(38, 43)	m	1122	749	274	274	-85	0	73
64504106@N06	11813130815_631d9d5cf7_o.jpg	921	(60, 100)	m	1134	1200	268	267	-110	0	115
64504106@N06	11813130815_631d9d5cf7_o.jpg	922	(0, 2)	m	1235	484	267	268	-95	0	77
64504106@N06	11817572874_1d12b3c06b_o.jpg	911	(0, 2)	m	491	84	828	828	15	0	52
64504106@N06	11819094743_8f09048a44_o.jpg	911	(0, 2)	m	479	530	1007	1007	-85	0	82
64504106@N06	11817656084_2ec65ce0c8_o.jpg	911	(0, 2)	m	162	393	1581	1581	-85	0	98
64504106@N06	11840863474_129906b5ee_o.jpg	913	(25, 32)	f	469	432	592	528	-90	-30	18
64504106@N06	11840863474_129906b5ee_o.jpg	911	(0, 2)	m	628	247	460	460	-110	0	57
64504106@N06	11848141884_00f6f36645_o.jpg	911	(0, 2)	m	0	514	1549	1607	-75	0	50
64504106@N06	11849614056_a29074f2a4_o.jpg	911	(0, 2)	m	441	374	1619	1619	-85	0	37
64504106@N06	11817434533_7a97446de7_o.jpg	911	(0, 2)	m	895	631	893	892	-100	0	100
64504106@N06	11813085574_d54c061fed_o.jpg	911	(0, 2)	m	0	887	1222	1243	-100	0	73
64504106@N06	11813170243_e63818f745_o.jpg	912	(38, 43)	m	0	117	1404	1416	-80	0	50
64504106@N06	11813170243_e63818f745_o.jpg	911	(0, 2)	m	1115	981	803	804	-90	0	59
64504106@N06	11813335586_b9cabc2aff_o.jpg	911	(0, 2)	m	0	44	1567	1714	0	0	59
64504106@N06	11848769694_aa7786df61_o.jpg	911	(0, 2)	m	0	433	1434	1556	-75	-30	48
64504106@N06	11813951753_1903907ff2_o.jpg	911	(0, 2)	m	1173	776	497	497	-85	0	36
64504106@N06	11817762616_9fd714d23b_o.jpg	911	(0, 2)	m	366	717	1237	1236	-80	0	5
64504106@N06	11831004395_707f5f4a73_o.jpg	911	(0, 2)	m	640	790	842	842	-90	30	87
64504106@N06	11831902166_5215b9a9ac_o.jpg	924	(25, 32)	m	728	1177	274	274	-90	45	7
64504106@N06	11813560793_25f6072035_o.jpg	916	(60, 100)	m	1404	1010	350	351	-95	0	97
64504106@N06	11813560793_25f6072035_o.jpg	917	(38, 43)	m	787	1762	344	344	-70	0	64
64504106@N06	11813560793_25f6072035_o.jpg	918	(60, 100)	m	929	184	338	338	-105	30	68
64504106@N06	11813560793_25f6072035_o.jpg	930	(60, 100)	m	1318	765	306	306	-85	30	103
64504106@N06	11813560793_25f6072035_o.jpg	920	(38, 43)	m	871	639	287	286	-100	0	124
64504106@N06	11813560793_25f6072035_o.jpg	912	(38, 43)	m	930	1407	287	287	-90	0	89
64504106@N06	11813560793_25f6072035_o.jpg	921	(60, 100)	m	902	1099	267	268	-85	0	114
64504106@N06	11813560793_25f6072035_o.jpg	919	(4, 6)	m	1354	1885	262	261	-90	0	69
64504106@N06	11813560793_25f6072035_o.jpg	922	(0, 2)	m	1034	443	248	248	-90	30	79
64504106@N06	11831153125_5ea5e1855a_o.jpg	911	(0, 2)	m	468	14	1632	1632	-90	0	82
64504106@N06	11849666796_e26e1e543e_o.jpg	911	(0, 2)	m	113	481	1453	1453	-85	0	73
64504106@N06	11840877664_312a018647_o.jpg	913	(25, 32)	f	1557	1056	242	242	-10	15	105
64504106@N06	11840877664_312a018647_o.jpg	912	(38, 43)	m	1845	1056	242	242	-20	30	125
64504106@N06	11840877664_312a018647_o.jpg	936	(38, 43)	m	1005	1027	242	243	0	0	110
64504106@N06	11840877664_312a018647_o.jpg	937	(25, 32)	f	1188	1012	243	242	-5	0	111
64504106@N06	11848149396_6a7f3e9f1c_o.jpg	911	(0, 2)	m	470	728	988	988	-90	0	32
64504106@N06	11812727634_778c017f86_o.jpg	911	(0, 2)	m	358	871	867	867	-80	0	155
64504106@N06	11814047724_5f3250382c_o.jpg	911	(0, 2)	m	413	0	1577	1559	15	0	16
64504106@N06	11841468316_43062c7192_o.jpg	911	(0, 2)	m	699	825	918	918	-90	0	113
